store_name,store_city,store_location,product_name,product_category,current_stock,forecasted_units_next_7_days,safety_stock,reorder_point,needs_restock,recommended_restock_quantity,days_of_inventory_remaining,unit_margin,priority_score,priority_band,latest_stock_status,out_of_stock_flag,restock_risk_flag,store_key,product_key,product_id,store_id,demand_model_used
Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,Teddy Bear,Toys,8,1.1540959710614809,0.23081919421229619,1.384915165273777,False,0,48.52282774065483,2.0,0.0,Low,LOW_STOCK,0,1,15,33,33,15,product_store_holt_winters_weekly_additive
Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,Toy Robot,Electronics,7,2.6227825508970555,0.5245565101794111,3.1473390610764667,False,0,18.682448525227837,5.0,0.0,Low,LOW_STOCK,0,1,15,34,34,15,product_store_holt_winters_weekly_additive
Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,Action Figure,Toys,13,7.093279249344136,1.4186558498688273,8.511935099212964,False,0,12.829045185048102,6.0,0.0,Low,NORMAL_STOCK,0,0,16,1,1,16,product_store_holt_winters_weekly_additive
Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,Animal Figures,Toys,28,10.178222517454577,2.0356445034909156,12.213867020945493,False,0,19.25680045448807,3.0,0.0,Low,NORMAL_STOCK,0,0,16,2,2,16,product_store_holt_winters_weekly_additive
Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,Barrel O' Slime,Art & Crafts,37,28.019998181909,5.6039996363818005,33.6239978182908,False,0,9.243398172924305,2.0,0.0,Low,NORMAL_STOCK,0,0,16,3,3,16,product_store_holt_winters_weekly_additive
Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,Chutes & Ladders,Games,7,1.530701325523938,0.3061402651047876,1.8368415906287254,False,0,32.01147028681639,3.0,0.0,Low,LOW_STOCK,0,1,16,4,4,16,fallback_product_average_per_active_store
Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,Classic Dominoes,Games,14,1.565514773355076,0.31310295467101523,1.8786177280260912,False,0,62.59921762985019,2.0,0.0,Low,NORMAL_STOCK,0,0,16,5,5,16,fallback_product_average_per_active_store
Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,Colorbuds,Electronics,27,11.515674492931428,2.303134898586286,13.818809391517714,False,0,16.412412500545436,8.0,0.0,Low,NORMAL_STOCK,0,0,16,6,6,16,product_store_holt_winters_weekly_additive
Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,Dart Gun,Sports & Outdoors,19,5.359209048035784,1.071841809607157,6.431050857642941,False,0,24.817094986945158,4.0,0.0,Low,NORMAL_STOCK,0,0,16,7,7,16,product_store_holt_winters_weekly_additive
Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,Dinosaur Figures,Toys,43,6.453204901102858,1.2906409802205716,7.743845881323429,False,0,46.64349026768991,4.0,0.0,Low,NORMAL_STOCK,0,0,16,10,10,16,fallback_product_average_per_active_store
Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,Etch A Sketch,Art & Crafts,12,9.374559619009506,1.8749119238019014,11.249471542811408,False,0,8.960420906563634,10.0,0.0,Low,NORMAL_STOCK,0,0,16,11,11,16,product_store_holt_winters_weekly_additive
Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,Foam Disk Launcher,Sports & Outdoors,12,3.1369752966093563,0.6273950593218713,3.7643703559312276,False,0,26.777386513305533,3.0,0.0,Low,NORMAL_STOCK,0,0,16,12,12,16,fallback_product_average_per_active_store
Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,Glass Marbles,Games,19,3.0151289282484,0.6030257856496801,3.6181547138980803,False,0,44.11088320434265,5.0,0.0,Low,NORMAL_STOCK,0,0,16,14,14,16,product_store_holt_winters_weekly_additive
Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,Jenga,Games,14,5.042086720717016,1.0084173441434032,6.050504064860419,False,0,19.436397156228164,7.0,0.0,Low,NORMAL_STOCK,0,0,16,16,16,16,product_store_holt_winters_weekly_additive
Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,Kids Makeup Kit,Art & Crafts,14,4.399489799641193,0.8798979599282387,5.279387759569432,False,0,22.275310198012626,6.0,0.0,Low,NORMAL_STOCK,0,0,16,17,17,16,product_store_holt_winters_weekly_additive
Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,Lego Bricks,Toys,27,9.617060285196835,1.9234120570393671,11.540472342236203,False,0,19.652575152400814,5.0,0.0,Low,NORMAL_STOCK,0,0,16,18,18,16,product_store_holt_winters_weekly_additive
Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,Magic Sand,Art & Crafts,29,16.256190980657806,3.2512381961315615,19.507429176789365,False,0,12.48755014268328,2.0,0.0,Low,NORMAL_STOCK,0,0,16,19,19,16,product_store_holt_winters_weekly_additive
Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,Mini Basketball Hoop,Sports & Outdoors,2,0.5881716292202204,0.11763432584404408,0.7058059550642645,False,0,23.80257616056858,16.0,0.0,Low,LOW_STOCK,0,1,16,20,20,16,fallback_product_average_per_active_store
Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,Mini Ping Pong Set,Sports & Outdoors,54,16.909841395749513,3.381968279149903,20.291809674899415,False,0,22.353846565054997,3.0,0.0,Low,HIGH_STOCK,0,0,16,21,21,16,product_store_holt_winters_weekly_additive
Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,Monopoly,Games,9,1.9472340159336297,0.389446803186726,2.336680819120356,False,0,32.35358435837191,6.0,0.0,Low,LOW_STOCK,0,1,16,22,22,16,fallback_product_average_per_active_store
Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,Nerf Gun,Sports & Outdoors,6,4.37960025012622,0.8759200500252441,5.255520300151464,False,0,9.589916339690948,5.0,0.0,Low,LOW_STOCK,0,1,16,24,24,16,product_store_holt_winters_weekly_additive
Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,Playdoh Playset,Art & Crafts,19,1.322334613317683,0.2644669226635366,1.5868015359812195,False,0,100.57968585296916,4.0,0.0,Low,NORMAL_STOCK,0,0,16,26,26,16,fallback_product_average_per_active_store
Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,Playdoh Toolkit,Art & Crafts,15,5.262197816102678,1.0524395632205357,6.314637379323214,False,0,19.953639842024366,1.0,0.0,Low,NORMAL_STOCK,0,0,16,27,27,16,product_store_holt_winters_weekly_additive
Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,Plush Pony,Toys,7,0.9472015285823908,0.18944030571647819,1.1366418342988691,False,0,51.73133543537964,11.0,0.0,Low,LOW_STOCK,0,1,16,29,29,16,fallback_product_average_per_active_store
Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,Rubik's Cube,Games,49,6.396426823165304,1.2792853646330609,7.675712187798364,False,0,53.623688581536015,2.0,0.0,Low,NORMAL_STOCK,0,0,16,30,30,16,product_store_holt_winters_weekly_additive
Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,Supersoaker Water Gun,Sports & Outdoors,7,1.0627248687201425,0.2125449737440285,1.275269842464171,False,0,46.10788873230334,3.0,0.0,Low,LOW_STOCK,0,1,16,32,32,16,fallback_product_average_per_active_store
Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,Teddy Bear,Toys,6,0.4301610312490102,0.08603220624980204,0.5161932374988122,False,0,97.63785408001587,2.0,0.0,Low,LOW_STOCK,0,1,16,33,33,16,product_store_holt_winters_weekly_additive
Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,Uno Card Game,Games,6,1.311458801956204,0.2622917603912408,1.5737505623474446,False,0,32.02540555399207,4.0,0.0,Low,LOW_STOCK,0,1,16,35,35,16,fallback_product_average_per_active_store
Maven Toys Toluca 1,Toluca,Downtown,Action Figure,Toys,22,16.119553064893697,3.22391061297874,19.343463677872435,False,0,9.553614754703844,6.0,0.0,Low,NORMAL_STOCK,0,0,17,1,1,17,product_store_holt_winters_weekly_additive
Maven Toys Toluca 1,Toluca,Downtown,Colorbuds,Electronics,16,7.895573498636209,1.579114699727242,9.474688198363452,False,0,14.185163372786738,8.0,0.0,Low,NORMAL_STOCK,0,0,17,6,6,17,product_store_holt_winters_weekly_additive
Maven Toys Toluca 1,Toluca,Downtown,Dart Gun,Sports & Outdoors,20,5.4831050263838925,1.0966210052767786,6.579726031660671,False,0,25.532977998112504,4.0,0.0,Low,NORMAL_STOCK,0,0,17,7,7,17,product_store_holt_winters_weekly_additive
Maven Toys Toluca 1,Toluca,Downtown,Dinosaur Figures,Toys,67,6.777019602791889,1.3554039205583779,8.132423523350267,False,0,69.20446265299113,4.0,0.0,Low,HIGH_STOCK,0,0,17,10,10,17,product_store_holt_winters_weekly_additive
Maven Toys Toluca 1,Toluca,Downtown,Foam Disk Launcher,Sports & Outdoors,10,3.283113603034284,0.6566227206068569,3.939736323641141,False,0,21.32122383316415,3.0,0.0,Low,LOW_STOCK,0,1,17,12,12,17,product_store_holt_winters_weekly_additive
Maven Toys Toluca 1,Toluca,Downtown,Gamer Headphones,Electronics,16,8.049663826764155,1.609932765352831,9.659596592116985,False,0,13.913624520270472,6.0,0.0,Low,NORMAL_STOCK,0,0,17,13,13,17,product_store_holt_winters_weekly_additive
Maven Toys Toluca 1,Toluca,Downtown,Hot Wheels 5-Pack,Toys,11,3.772246076524352,0.7544492153048705,4.526695291829222,False,0,20.41224205366416,2.0,0.0,Low,NORMAL_STOCK,0,0,17,15,15,17,product_store_holt_winters_weekly_additive
Maven Toys Toluca 1,Toluca,Downtown,Kids Makeup Kit,Art & Crafts,27,4.396735484811946,0.8793470969623892,5.276082581774335,False,0,42.98643860948205,6.0,0.0,Low,NORMAL_STOCK,0,0,17,17,17,17,product_store_holt_winters_weekly_additive
Maven Toys Toluca 1,Toluca,Downtown,Lego Bricks,Toys,27,18.350009426292928,3.6700018852585856,22.020011311551514,False,0,10.29972222952595,5.0,0.0,Low,NORMAL_STOCK,0,0,17,18,18,17,product_store_holt_winters_weekly_additive
Maven Toys Toluca 1,Toluca,Downtown,Magic Sand,Art & Crafts,53,40.02257248172513,8.004514496345026,48.02708697807015,False,0,9.269768957740132,2.0,0.0,Low,HIGH_STOCK,0,0,17,19,19,17,product_store_holt_winters_weekly_additive
Maven Toys Toluca 1,Toluca,Downtown,Mini Ping Pong Set,Sports & Outdoors,27,5.229924724188703,1.0459849448377407,6.2759096690264435,False,0,36.13818744385824,3.0,0.0,Low,NORMAL_STOCK,0,0,17,21,21,17,product_store_holt_winters_weekly_additive
Maven Toys Toluca 1,Toluca,Downtown,Mr. Potatohead,Toys,13,1.9622725349904355,0.39245450699808715,2.3547270419885225,False,0,46.37480185719644,5.0,0.0,Low,NORMAL_STOCK,0,0,17,23,23,17,product_store_holt_winters_weekly_additive
Maven Toys Toluca 1,Toluca,Downtown,Nerf Gun,Sports & Outdoors,27,11.161502949343674,2.232300589868735,13.39380353921241,False,0,16.93320342769015,5.0,0.0,Low,NORMAL_STOCK,0,0,17,24,24,17,product_store_holt_winters_weekly_additive
Maven Toys Toluca 1,Toluca,Downtown,Playdoh Can,Art & Crafts,59,42.88073269334453,8.576146538668906,51.456879232013435,False,0,9.631365278982308,1.0,0.0,Low,HIGH_STOCK,0,0,17,25,25,17,product_store_holt_winters_weekly_additive
Maven Toys Toluca 1,Toluca,Downtown,Playdoh Playset,Art & Crafts,25,2.0448626535156915,0.4089725307031383,2.4538351842188297,False,0,85.58031988071473,4.0,0.0,Low,NORMAL_STOCK,0,0,17,26,26,17,product_store_holt_winters_weekly_additive
Maven Toys Toluca 1,Toluca,Downtown,Playdoh Toolkit,Art & Crafts,12,5.20016623956181,1.040033247912362,6.240199487474172,False,0,16.15332974568102,1.0,0.0,Low,NORMAL_STOCK,0,0,17,27,27,17,product_store_holt_winters_weekly_additive
Maven Toys Toluca 1,Toluca,Downtown,Plush Pony,Toys,16,1.4271003456723124,0.2854200691344625,1.7125204148067747,False,0,78.48081625068654,11.0,0.0,Low,NORMAL_STOCK,0,0,17,29,29,17,product_store_holt_winters_weekly_additive
Maven Toys Toluca 1,Toluca,Downtown,Rubik's Cube,Games,22,13.840386025943571,2.7680772051887144,16.608463231132287,False,0,11.126857279221085,2.0,0.0,Low,NORMAL_STOCK,0,0,17,30,30,17,product_store_holt_winters_weekly_additive
Maven Toys Toluca 1,Toluca,Downtown,Supersoaker Water Gun,Sports & Outdoors,15,1.1953046802534129,0.23906093605068257,1.4343656163040954,False,0,87.84371192936288,3.0,0.0,Low,NORMAL_STOCK,0,0,17,32,32,17,product_store_holt_winters_weekly_additive
Maven Toys Toluca 1,Toluca,Downtown,Teddy Bear,Toys,27,6.5247206629457,1.3049441325891402,7.829664795534841,False,0,28.966757316269938,2.0,0.0,Low,NORMAL_STOCK,0,0,17,33,33,17,product_store_holt_winters_weekly_additive
Maven Toys Toluca 1,Toluca,Downtown,Toy Robot,Electronics,11,3.1452156086390164,0.6290431217278033,3.7742587303668196,False,0,24.48162847357835,5.0,0.0,Low,NORMAL_STOCK,0,0,17,34,34,17,product_store_holt_winters_weekly_additive
Maven Toys Merida 1,Merida,Downtown,Animal Figures,Toys,12,6.828908488757762,1.3657816977515524,8.194690186509314,False,0,12.30064806671327,3.0,0.0,Low,NORMAL_STOCK,0,0,18,2,2,18,product_store_holt_winters_weekly_additive
Maven Toys Merida 1,Merida,Downtown,Barrel O' Slime,Art & Crafts,64,24.589411870479363,4.917882374095873,29.507294244575235,False,0,18.21922388220448,2.0,0.0,Low,HIGH_STOCK,0,0,18,3,3,18,product_store_holt_winters_weekly_additive
Maven Toys Merida 1,Merida,Downtown,Chutes & Ladders,Games,10,2.5509034980244905,0.5101806996048981,3.0610841976293885,False,0,27.44125759920376,3.0,0.0,Low,LOW_STOCK,0,1,18,4,4,18,product_store_holt_winters_weekly_additive
Maven Toys Merida 1,Merida,Downtown,Classic Dominoes,Games,7,2.3703745106520704,0.4740749021304141,2.8444494127824846,False,0,20.671838892884697,2.0,0.0,Low,LOW_STOCK,0,1,18,5,5,18,product_store_holt_winters_weekly_additive
Maven Toys Merida 1,Merida,Downtown,Colorbuds,Electronics,22,4.262205311193517,0.8524410622387034,5.114646373432221,False,0,36.13153021877221,8.0,0.0,Low,NORMAL_STOCK,0,0,18,6,6,18,product_store_holt_winters_weekly_additive
Maven Toys Merida 1,Merida,Downtown,Dart Gun,Sports & Outdoors,16,6.33695054000196,1.2673901080003922,7.604340648002353,False,0,17.67411616881033,4.0,0.0,Low,NORMAL_STOCK,0,0,18,7,7,18,product_store_holt_winters_weekly_additive
Maven Toys Merida 1,Merida,Downtown,Deck Of Cards,Games,52,13.602968888589182,2.7205937777178364,16.32356266630702,False,0,26.758864405353492,3.0,0.0,Low,HIGH_STOCK,0,0,18,8,8,18,product_store_holt_winters_weekly_additive
Maven Toys Merida 1,Merida,Downtown,Dino Egg,Toys,50,10.572622291904382,2.1145244583808767,12.687146750285258,False,0,33.104369979054326,1.0,0.0,Low,NORMAL_STOCK,0,0,18,9,9,18,product_store_holt_winters_weekly_additive
Maven Toys Merida 1,Merida,Downtown,Dinosaur Figures,Toys,16,2.013369217929644,0.40267384358592884,2.416043061515573,False,0,55.62814758595051,4.0,0.0,Low,NORMAL_STOCK,0,0,18,10,10,18,product_store_holt_winters_weekly_additive
Maven Toys Merida 1,Merida,Downtown,Etch A Sketch,Art & Crafts,12,2.938819693426961,0.5877639386853922,3.526583632112353,False,0,28.582903601699876,10.0,0.0,Low,NORMAL_STOCK,0,0,18,11,11,18,fallback_product_average_per_active_store
Maven Toys Merida 1,Merida,Downtown,Gamer Headphones,Electronics,30,9.40589754800682,1.8811795096013642,11.287077057608183,False,0,22.326417965768783,6.0,0.0,Low,NORMAL_STOCK,0,0,18,13,13,18,product_store_holt_winters_weekly_additive
Maven Toys Merida 1,Merida,Downtown,Glass Marbles,Games,67,4.759482787091997,0.9518965574183995,5.711379344510396,False,0,98.54011895409226,5.0,0.0,Low,HIGH_STOCK,0,0,18,14,14,18,product_store_holt_winters_weekly_additive
Maven Toys Merida 1,Merida,Downtown,Jenga,Games,10,2.570761461267738,0.5141522922535476,3.0849137535212856,False,0,27.22928636306863,7.0,0.0,Low,LOW_STOCK,0,1,18,16,16,18,product_store_holt_winters_weekly_additive
Maven Toys Merida 1,Merida,Downtown,Kids Makeup Kit,Art & Crafts,19,6.914174455988525,1.382834891197705,8.297009347186231,False,0,19.235846715554832,6.0,0.0,Low,NORMAL_STOCK,0,0,18,17,17,18,product_store_holt_winters_weekly_additive
Maven Toys Merida 1,Merida,Downtown,Lego Bricks,Toys,29,13.776012568974112,2.7552025137948224,16.531215082768934,False,0,14.735758913082732,5.0,0.0,Low,NORMAL_STOCK,0,0,18,18,18,18,product_store_holt_winters_weekly_additive
Maven Toys Merida 1,Merida,Downtown,Mini Basketball Hoop,Sports & Outdoors,3,0.5881716292202204,0.11763432584404408,0.7058059550642645,False,0,35.70386424085287,16.0,0.0,Low,LOW_STOCK,0,1,18,20,20,18,fallback_product_average_per_active_store
Maven Toys Merida 1,Merida,Downtown,Mini Ping Pong Set,Sports & Outdoors,29,5.580478499809265,1.1160956999618532,6.696574199771119,False,0,36.376808907504675,3.0,0.0,Low,NORMAL_STOCK,0,0,18,21,21,18,product_store_holt_winters_weekly_additive
Maven Toys Merida 1,Merida,Downtown,Monopoly,Games,18,2.841995850476565,0.568399170095313,3.410395020571878,False,0,44.33504010179025,6.0,0.0,Low,NORMAL_STOCK,0,0,18,22,22,18,product_store_holt_winters_weekly_additive
Maven Toys Merida 1,Merida,Downtown,Mr. Potatohead,Toys,16,1.7502876315474,0.35005752630948006,2.1003451578568804,False,0,63.98948263205327,5.0,0.0,Low,NORMAL_STOCK,0,0,18,23,23,18,fallback_product_average_per_active_store
Maven Toys Merida 1,Merida,Downtown,Nerf Gun,Sports & Outdoors,26,6.746330253479918,1.3492660506959837,8.095596304175903,False,0,26.97762978711575,5.0,0.0,Low,NORMAL_STOCK,0,0,18,24,24,18,product_store_holt_winters_weekly_additive
Maven Toys Merida 1,Merida,Downtown,Playdoh Can,Art & Crafts,74,35.387837133698554,7.077567426739711,42.465404560438266,False,0,14.637797671639202,1.0,0.0,Low,HIGH_STOCK,0,0,18,25,25,18,product_store_holt_winters_weekly_additive
Maven Toys Merida 1,Merida,Downtown,Playdoh Playset,Art & Crafts,2,1.322334613317683,0.2644669226635366,1.5868015359812195,False,0,10.587335352944123,4.0,0.0,Low,LOW_STOCK,0,1,18,26,26,18,fallback_product_average_per_active_store
Maven Toys Merida 1,Merida,Downtown,Playdoh Toolkit,Art & Crafts,40,2.7103415199608465,0.5420683039921693,3.2524098239530157,False,0,103.3080141147839,1.0,0.0,Low,NORMAL_STOCK,0,0,18,27,27,18,product_store_holt_winters_weekly_additive
Maven Toys Merida 1,Merida,Downtown,Plush Pony,Toys,28,0.9472015285823908,0.18944030571647819,1.1366418342988691,False,0,206.92534174151857,11.0,0.0,Low,NORMAL_STOCK,0,0,18,29,29,18,fallback_product_average_per_active_store
Maven Toys Merida 1,Merida,Downtown,Rubik's Cube,Games,15,6.578304077560978,1.3156608155121958,7.893964893073174,False,0,15.96156072477127,2.0,0.0,Low,NORMAL_STOCK,0,0,18,30,30,18,product_store_holt_winters_weekly_additive
Maven Toys Merida 1,Merida,Downtown,Supersoaker Water Gun,Sports & Outdoors,9,1.0627248687201425,0.2125449737440285,1.275269842464171,False,0,59.28157122724715,3.0,0.0,Low,LOW_STOCK,0,1,18,32,32,18,fallback_product_average_per_active_store
Maven Toys Merida 1,Merida,Downtown,Teddy Bear,Toys,9,1.3287515464376476,0.2657503092875295,1.594501855725177,False,0,47.41292694552383,2.0,0.0,Low,LOW_STOCK,0,1,18,33,33,18,fallback_product_average_per_active_store
Maven Toys Merida 1,Merida,Downtown,Toy Robot,Electronics,8,3.8098564007940734,0.7619712801588148,4.571827680952888,False,0,14.69871672547242,5.0,0.0,Low,LOW_STOCK,0,1,18,34,34,18,product_store_holt_winters_weekly_additive
Maven Toys Merida 1,Merida,Downtown,Uno Card Game,Games,10,3.1421315532145275,0.6284263106429056,3.770557863857433,False,0,22.277870552042028,4.0,0.0,Low,LOW_STOCK,0,1,18,35,35,18,product_store_holt_winters_weekly_additive
Maven Toys Puebla 1,Puebla,Commercial,Animal Figures,Toys,14,5.575151344630542,1.1150302689261085,6.69018161355665,False,0,17.577998146074425,3.0,0.0,Low,NORMAL_STOCK,0,0,19,2,2,19,product_store_holt_winters_weekly_additive
Maven Toys Puebla 1,Puebla,Commercial,Chutes & Ladders,Games,18,1.530701325523938,0.3061402651047876,1.8368415906287254,False,0,82.31520930895643,3.0,0.0,Low,NORMAL_STOCK,0,0,19,4,4,19,fallback_product_average_per_active_store
Maven Toys Puebla 1,Puebla,Commercial,Classic Dominoes,Games,17,1.565514773355076,0.31310295467101523,1.8786177280260912,False,0,76.01333569338952,2.0,0.0,Low,NORMAL_STOCK,0,0,19,5,5,19,fallback_product_average_per_active_store
Maven Toys Puebla 1,Puebla,Commercial,Dart Gun,Sports & Outdoors,16,7.802356933631092,1.5604713867262185,9.36282832035731,False,0,14.354636804327408,4.0,0.0,Low,NORMAL_STOCK,0,0,19,7,7,19,product_store_holt_winters_weekly_additive
Maven Toys Puebla 1,Puebla,Commercial,Deck Of Cards,Games,84,37.9012383004496,7.5802476600899205,45.481485960539516,False,0,15.514004986824531,3.0,0.0,Low,HIGH_STOCK,0,0,19,8,8,19,product_store_holt_winters_weekly_additive
Maven Toys Puebla 1,Puebla,Commercial,Dinosaur Figures,Toys,45,3.487825233058464,0.6975650466116928,4.185390279670157,False,0,90.31415823658612,4.0,0.0,Low,NORMAL_STOCK,0,0,19,10,10,19,product_store_holt_winters_weekly_additive
Maven Toys Puebla 1,Puebla,Commercial,Gamer Headphones,Electronics,7,4.958028120637197,0.9916056241274394,5.949633744764636,False,0,9.882961291817484,6.0,0.0,Low,LOW_STOCK,0,1,19,13,13,19,product_store_holt_winters_weekly_additive
Maven Toys Puebla 1,Puebla,Commercial,Kids Makeup Kit,Art & Crafts,5,3.808752298324088,0.7617504596648176,4.570502757988906,False,0,9.189361044928168,6.0,0.0,Low,LOW_STOCK,0,1,19,17,17,19,product_store_holt_winters_weekly_additive
Maven Toys Puebla 1,Puebla,Commercial,Lego Bricks,Toys,19,15.358790397016152,3.0717580794032306,18.430548476419382,False,0,8.659536106817288,5.0,0.0,Low,NORMAL_STOCK,0,0,19,18,18,19,product_store_holt_winters_weekly_additive
Maven Toys Puebla 1,Puebla,Commercial,Magic Sand,Art & Crafts,37,22.720255551604996,4.544051110320999,27.264306661925996,False,0,11.39951966700937,2.0,0.0,Low,NORMAL_STOCK,0,0,19,19,19,19,product_store_holt_winters_weekly_additive
Maven Toys Puebla 1,Puebla,Commercial,Mini Basketball Hoop,Sports & Outdoors,11,0.5881716292202204,0.11763432584404408,0.7058059550642645,False,0,130.9141688831272,16.0,0.0,Low,NORMAL_STOCK,0,0,19,20,20,19,fallback_product_average_per_active_store
Maven Toys Puebla 1,Puebla,Commercial,Mini Ping Pong Set,Sports & Outdoors,24,2.510331252735494,0.5020662505470989,3.012397503282593,False,0,66.92343881586596,3.0,0.0,Low,NORMAL_STOCK,0,0,19,21,21,19,product_store_holt_winters_weekly_additive
Maven Toys Puebla 1,Puebla,Commercial,Monopoly,Games,3,1.9472340159336297,0.389446803186726,2.336680819120356,False,0,10.784528119457303,6.0,0.0,Low,LOW_STOCK,0,1,19,22,22,19,fallback_product_average_per_active_store
Maven Toys Puebla 1,Puebla,Commercial,Mr. Potatohead,Toys,10,1.3518342309023537,0.27036684618047074,1.6222010770828243,False,0,51.78149687278948,5.0,0.0,Low,LOW_STOCK,0,1,19,23,23,19,product_store_holt_winters_weekly_additive
Maven Toys Puebla 1,Puebla,Commercial,Nerf Gun,Sports & Outdoors,16,8.686528264404567,1.7373056528809134,10.42383391728548,False,0,12.893528529568107,5.0,0.0,Low,NORMAL_STOCK,0,0,19,24,24,19,product_store_holt_winters_weekly_additive
Maven Toys Puebla 1,Puebla,Commercial,Playdoh Playset,Art & Crafts,5,1.5295132869068495,0.3059026573813699,1.8354159442882194,False,0,22.88309640694973,4.0,0.0,Low,LOW_STOCK,0,1,19,26,26,19,product_store_holt_winters_weekly_additive
Maven Toys Puebla 1,Puebla,Commercial,Playdoh Toolkit,Art & Crafts,27,3.0831700111750227,0.6166340022350045,3.699804013410027,False,0,61.300544347202724,1.0,0.0,Low,NORMAL_STOCK,0,0,19,27,27,19,product_store_holt_winters_weekly_additive
Maven Toys Puebla 1,Puebla,Commercial,Plush Pony,Toys,29,1.2111988864610392,0.24223977729220786,1.453438663753247,False,0,167.60253189559873,11.0,0.0,Low,NORMAL_STOCK,0,0,19,29,29,19,product_store_holt_winters_weekly_additive
Maven Toys Puebla 1,Puebla,Commercial,Supersoaker Water Gun,Sports & Outdoors,5,1.0627248687201425,0.2125449737440285,1.275269842464171,False,0,32.934206237359525,3.0,0.0,Low,LOW_STOCK,0,1,19,32,32,19,fallback_product_average_per_active_store
Maven Toys Puebla 1,Puebla,Commercial,Toy Robot,Electronics,15,4.48907804844881,0.8978156096897622,5.386893658138573,False,0,23.390103461507533,5.0,0.0,Low,NORMAL_STOCK,0,0,19,34,34,19,product_store_holt_winters_weekly_additive
Maven Toys Puebla 1,Puebla,Commercial,Uno Card Game,Games,14,1.311458801956204,0.2622917603912408,1.5737505623474446,False,0,74.72594629264816,4.0,0.0,Low,NORMAL_STOCK,0,0,19,35,35,19,fallback_product_average_per_active_store
Maven Toys Zacatecas 1,Zacatecas,Downtown,Action Figure,Toys,38,8.73523422542415,1.7470468450848302,10.48228107050898,False,0,30.45138723650928,6.0,0.0,Low,NORMAL_STOCK,0,0,20,1,1,20,product_store_holt_winters_weekly_additive
Maven Toys Zacatecas 1,Zacatecas,Downtown,Dart Gun,Sports & Outdoors,9,6.082729074617284,1.216545814923457,7.299274889540741,False,0,10.357193165629173,4.0,0.0,Low,LOW_STOCK,0,1,20,7,7,20,product_store_holt_winters_weekly_additive
Maven Toys Zacatecas 1,Zacatecas,Downtown,Deck Of Cards,Games,26,0.9071175635847863,0.18142351271695728,1.0885410763017436,False,0,200.63551551219507,3.0,0.0,Low,NORMAL_STOCK,0,0,20,8,8,20,product_store_holt_winters_weekly_additive
Maven Toys Zacatecas 1,Zacatecas,Downtown,Dinosaur Figures,Toys,34,8.603380953164613,1.7206761906329229,10.324057143797535,False,0,27.663543122829584,4.0,0.0,Low,NORMAL_STOCK,0,0,20,10,10,20,product_store_holt_winters_weekly_additive
Maven Toys Zacatecas 1,Zacatecas,Downtown,Foam Disk Launcher,Sports & Outdoors,4,3.1369752966093563,0.6273950593218713,3.7643703559312276,False,0,8.925795504435179,3.0,0.0,Low,LOW_STOCK,0,1,20,12,12,20,fallback_product_average_per_active_store
Maven Toys Zacatecas 1,Zacatecas,Downtown,Gamer Headphones,Electronics,11,4.996650727269053,0.9993301454538106,5.995980872722863,False,0,15.410322674701897,6.0,0.0,Low,NORMAL_STOCK,0,0,20,13,13,20,product_store_holt_winters_weekly_additive
Maven Toys Zacatecas 1,Zacatecas,Downtown,Hot Wheels 5-Pack,Toys,36,3.709334431239075,0.741866886247815,4.451201317486889,False,0,67.93671605280987,2.0,0.0,Low,NORMAL_STOCK,0,0,20,15,15,20,product_store_holt_winters_weekly_additive
Maven Toys Zacatecas 1,Zacatecas,Downtown,Kids Makeup Kit,Art & Crafts,23,7.264802147347545,1.452960429469509,8.717762576817055,False,0,22.16164965466854,6.0,0.0,Low,NORMAL_STOCK,0,0,20,17,17,20,product_store_holt_winters_weekly_additive
